transaction_id,transaction_date,product_id,product_code,product_description,quantity,account_id
T20250414-00995,2023-07-04,241,5,Produto R208,14,1326
T20250414-00996,2024-01-13,274,29,Produto R437,8,1157
T20250414-00997,2025-01-05,204,18,Produto U337,6,1481
T20250414-00998,2023-07-16,271,10,Produto M881,18,1101
T20250414-00999,2023-04-07,261,14,Produto Y220,1,1170
T20250414-01000,2024-12-26,221,1,Produto Q257,7,1040
T20250414-01001,2024-01-15,255,40,Produto I357,1,1107
T20250414-01002,2024-01-27,214,17,Produto J937,17,1387
T20250414-01003,2024-01-18,239,32,Produto G145,4,1043
T20250414-01004,2023-09-09,212,19,Produto N759,18,1303
T20250414-01005,2023-03-04,287,16,Produto O164,19,1468
T20250414-01006,2025-02-05,255,40,Produto I357,11,1410
T20250414-01007,2025-01-04,218,20,Produto M874,3,1285
T20250414-01008,2023-04-12,232,46,Produto Z547,8,1437
T20250414-01009,2023-01-25,203,23,Produto G994,13,1290
T20250414-01010,2024-03-05,246,11,Produto V318,15,1328
T20250414-01011,2023-04-09,260,47,Produto E906,6,1034
T20250414-01012,2023-05-16,221,1,Produto Q257,13,1292
T20250414-01013,2023-07-25,255,40,Produto I357,13,1084
T20250414-01014,2025-03-24,262,39,Produto Y699,12,1010
T20250414-01015,2024-11-15,244,2,Produto S837,16,1152
T20250414-01016,2023-07-03,267,22,Produto G935,12,1064
T20250414-01017,2023-10-01,218,20,Produto M874,14,1180
T20250414-01018,2024-03-01,256,42,Produto X273,2,1189
T20250414-01019,2024-05-28,207,38,Produto G584,7,1201
T20250414-01020,2024-04-19,200,20,Produto Z769,18,1340
T20250414-01021,2025-03-05,256,42,Produto X273,16,1098
T20250414-01022,2024-05-12,250,46,Produto Q690,4,1124
T20250414-01023,2024-12-18,288,5,Produto T983,1,1287
T20250414-01024,2023-12-19,213,4,Produto D177,20,1219
T20250414-01025,2024-02-02,200,20,Produto Z769,10,1443
T20250414-01026,2023-06-22,258,5,Produto T479,8,1212
T20250414-01027,2024-02-20,208,11,Produto O943,20,1161
T20250414-01028,2024-10-07,203,23,Produto G994,1,1212
T20250414-01029,2024-03-11,291,34,Produto D633,2,1468
T20250414-01030,2023-06-17,279,30,Produto W458,9,1488
T20250414-01031,2024-01-25,270,39,Produto R20,7,1494
T20250414-01032,2023-05-26,270,39,Produto R20,5,1119
T20250414-01033,2024-04-02,220,1,Produto C925,16,1198
T20250414-01034,2024-08-24,273,32,Produto P527,10,1071
T20250414-01035,2023-11-11,245,19,Produto H791,11,1488
T20250414-01036,2023-01-20,261,14,Produto Y220,5,1324
T20250414-01037,2023-01-21,253,36,Produto S238,13,1246
T20250414-01038,2023-01-28,254,15,Produto K831,9,1479
T20250414-01039,2024-02-22,284,48,Produto C512,18,1345
T20250414-01040,2024-08-18,285,29,Produto H688,15,1441
T20250414-01041,2024-12-17,220,1,Produto C925,17,1414
T20250414-01042,2024-06-19,269,7,Produto V779,11,1233
T20250414-01043,2025-02-10,277,26,Produto K965,7,1263
T20250414-01044,2023-11-15,229,17,Produto N361,20,1035
T20250414-01045,2023-10-02,275,10,Produto U483,8,1287
T20250414-01046,2023-02-12,269,7,Produto V779,5,1491
T20250414-01047,2024-09-03,298,33,Produto B166,9,1379
T20250414-01048,2024-09-29,206,25,Produto A407,4,1468
T20250414-01049,2024-08-18,245,19,Produto H791,5,1262
T20250414-01050,2023-11-13,262,39,Produto Y699,15,1074
T20250414-01051,2023-06-24,234,39,Produto T940,1,1346
T20250414-01052,2025-02-02,230,28,Produto I246,5,1496
T20250414-01053,2023-11-06,287,16,Produto O164,3,1099
T20250414-01054,2024-07-07,223,15,Produto W388,12,1266
T20250414-01055,2024-02-25,217,30,Produto G748,1,1138
T20250414-01056,2024-08-22,297,5,Produto B500,10,1480
T20250414-01057,2025-01-23,221,1,Produto Q257,2,1009
T20250414-01058,2025-01-15,284,48,Produto C512,3,1102
T20250414-01059,2024-01-01,227,21,Produto E338,8,1176
T20250414-01060,2024-07-24,265,8,Produto W591,12,1348
T20250414-01061,2024-06-14,253,36,Produto S238,16,1409
T20250414-01062,2024-02-07,204,18,Produto U337,16,1467
T20250414-01063,2023-05-19,249,33,Produto Y845,2,1118
T20250414-01064,2024-08-25,270,39,Produto R20,3,1198
T20250414-01065,2023-04-05,259,19,Produto Y316,17,1231
T20250414-01066,2024-01-24,208,11,Produto O943,1,1228
T20250414-01067,2023-04-14,200,20,Produto Z769,3,1345
T20250414-01068,2024-05-31,257,40,Produto Q389,19,1456
T20250414-01069,2023-01-29,220,1,Produto C925,19,1199
T20250414-01070,2024-12-17,260,47,Produto E906,17,1479
T20250414-01071,2023-08-25,227,21,Produto E338,8,1117
T20250414-01072,2023-05-31,213,4,Produto D177,6,1214
T20250414-01073,2024-08-16,222,34,Produto B606,2,1302
T20250414-01074,2023-08-08,278,31,Produto A338,5,1247
T20250414-01075,2023-12-27,227,21,Produto E338,3,1182
T20250414-01076,2024-08-04,298,33,Produto B166,8,1357
T20250414-01077,2024-10-23,295,20,Produto Y464,14,1404
T20250414-01078,2024-05-26,273,32,Produto P527,9,1222
T20250414-01079,2023-03-17,290,6,Produto M816,1,1243
T20250414-01080,2024-04-30,235,20,Produto X356,6,1029
T20250414-01081,2024-05-11,252,25,Produto P399,19,1157
T20250414-01082,2023-03-29,225,23,Produto A317,6,1079
T20250414-01083,2024-01-22,276,42,Produto I491,1,1181
T20250414-01084,2024-08-15,228,6,Produto B585,3,1263
T20250414-01085,2023-06-06,215,39,Produto S284,14,1256
T20250414-01086,2023-09-22,253,36,Produto S238,12,1062
T20250414-01087,2024-05-12,249,33,Produto Y845,4,1315
T20250414-01088,2023-10-12,204,18,Produto U337,7,1197
T20250414-01089,2024-09-20,294,16,Produto K893,5,1079
T20250414-01090,2023-01-13,274,29,Produto R437,6,1483
T20250414-01091,2023-05-14,219,10,Produto O463,9,1218
T20250414-01092,2025-01-04,245,19,Produto H791,17,1439
T20250414-01093,2023-03-02,228,6,Produto B585,6,1248
T20250414-01094,2023-03-02,295,20,Produto Y464,17,1138
T20250414-01095,2023-10-11,280,44,Produto A726,11,1072
T20250414-01096,2023-01-22,221,1,Produto Q257,19,1133
T20250414-01097,2023-07-30,260,47,Produto E906,5,1477
T20250414-01098,2024-06-29,242,10,Produto Z955,16,1400
T20250414-01099,2024-04-23,297,5,Produto B500,11,1281
T20250414-01100,2024-11-14,276,42,Produto I491,14,1491
T20250414-01101,2024-10-29,293,45,Produto I337,8,1332
T20250414-01102,2024-05-02,220,1,Produto C925,15,1069
T20250414-01103,2024-03-20,207,38,Produto G584,17,1201
T20250414-01104,2023-02-06,201,17,Produto T822,3,1338
T20250414-01105,2025-02-27,275,10,Produto U483,1,1333
T20250414-01106,2024-01-26,268,44,Produto G994,7,1149
T20250414-01107,2025-01-06,274,29,Produto R437,7,1042
T20250414-01108,2023-04-04,270,39,Produto R20,19,1099
T20250414-01109,2024-02-26,280,44,Produto A726,15,1162
T20250414-01110,2024-07-22,298,33,Produto B166,1,1032
T20250414-01111,2024-06-22,264,11,Produto P61,5,1379
T20250414-01112,2024-09-23,249,33,Produto Y845,20,1381
T20250414-01113,2024-06-26,213,4,Produto D177,1,1081
T20250414-01114,2023-08-19,273,32,Produto P527,17,1150
T20250414-01115,2024-11-24,242,10,Produto Z955,9,1194
T20250414-01116,2023-09-04,222,34,Produto B606,17,1125
T20250414-01117,2024-07-22,237,29,Produto T289,9,1262
T20250414-01118,2024-07-25,266,19,Produto U706,8,1234
T20250414-01119,2024-03-12,296,46,Produto L885,12,1102
T20250414-01120,2024-10-01,240,26,Produto H916,6,1412
T20250414-01121,2025-02-13,210,28,Produto L544,18,1112
T20250414-01122,2024-01-01,292,48,Produto N194,14,1254
T20250414-01123,2024-03-31,221,1,Produto Q257,11,1229
T20250414-01124,2023-12-01,227,21,Produto E338,20,1259
T20250414-01125,2024-07-16,242,10,Produto Z955,7,1021
T20250414-01126,2024-04-12,273,32,Produto P527,15,1483
T20250414-01127,2023-03-28,238,16,Produto K344,1,1252
T20250414-01128,2023-07-02,210,28,Produto L544,17,1127
T20250414-01129,2023-09-13,265,8,Produto W591,2,1281
T20250414-01130,2023-11-11,212,19,Produto N759,7,1272
T20250414-01131,2024-12-29,296,46,Produto L885,8,1203
T20250414-01132,2023-03-11,297,5,Produto B500,4,1184
T20250414-01133,2023-04-01,226,11,Produto J240,17,1386
T20250414-01134,2024-06-02,236,44,Produto M279,6,1272
T20250414-01135,2024-05-19,248,13,Produto E317,15,1210
T20250414-01136,2023-11-28,281,44,Produto C383,19,1172
T20250414-01137,2024-01-27,205,17,Produto G609,18,1392
T20250414-01138,2024-04-18,253,36,Produto S238,14,1126
T20250414-01139,2023-08-31,251,2,Produto U899,20,1225
T20250414-01140,2024-09-03,220,1,Produto C925,1,1210
T20250414-01141,2023-11-08,285,29,Produto H688,20,1158
T20250414-01142,2024-03-20,275,10,Produto U483,12,1436
T20250414-01143,2023-03-31,280,44,Produto A726,3,1231
T20250414-01144,2023-05-01,246,11,Produto V318,3,1489
T20250414-01145,2023-04-24,253,36,Produto S238,8,1236
T20250414-01146,2023-04-23,233,14,Produto G422,8,1140
T20250414-01147,2024-01-18,246,11,Produto V318,8,1457
T20250414-01148,2024-04-14,205,17,Produto G609,11,1494
T20250414-01149,2024-12-30,275,10,Produto U483,6,1138
T20250414-01150,2023-12-05,208,11,Produto O943,18,1384
T20250414-01151,2023-01-01,225,23,Produto A317,8,1329
T20250414-01152,2025-01-17,292,48,Produto N194,5,1211
T20250414-01153,2023-03-27,248,13,Produto E317,12,1222
T20250414-01154,2024-01-28,231,3,Produto Q788,6,1296
T20250414-01155,2025-02-13,254,15,Produto K831,20,1352
T20250414-01156,2023-09-28,296,46,Produto L885,17,1206
T20250414-01157,2024-05-31,214,17,Produto J937,2,1128
T20250414-01158,2024-12-29,287,16,Produto O164,6,1141
T20250414-01159,2024-04-21,262,39,Produto Y699,7,1380
T20250414-01160,2024-03-01,242,10,Produto Z955,16,1064
T20250414-01161,2023-04-19,203,23,Produto G994,10,1299
T20250414-01162,2023-01-07,295,20,Produto Y464,17,1160
T20250414-01163,2023-01-02,282,46,Produto P800,14,1415
T20250414-01164,2024-05-25,212,19,Produto N759,16,1496
T20250414-01165,2025-01-16,217,30,Produto G748,13,1160
T20250414-01166,2024-05-13,259,19,Produto Y316,17,1303
T20250414-01167,2023-09-17,254,15,Produto K831,8,1179
T20250414-01168,2023-10-20,243,36,Produto U968,6,1345
T20250414-01169,2023-05-08,232,46,Produto Z547,3,1289
T20250414-01170,2023-08-22,292,48,Produto N194,14,1294
T20250414-01171,2023-09-13,202,7,Produto E827,11,1147
T20250414-01172,2025-03-26,222,34,Produto B606,7,1407
T20250414-01173,2023-08-25,263,12,Produto O924,2,1044
T20250414-01174,2023-02-10,289,40,Produto X152,4,1203
T20250414-01175,2023-08-10,287,16,Produto O164,4,1037
T20250414-01176,2023-11-12,216,40,Produto Y349,20,1222
T20250414-01177,2023-12-17,212,19,Produto N759,7,1370
T20250414-01178,2024-01-28,265,8,Produto W591,6,1149
T20250414-01179,2025-03-15,274,29,Produto R437,17,1125
T20250414-01180,2025-03-17,288,5,Produto T983,10,1384
T20250414-01181,2023-07-25,208,11,Produto O943,5,1098
T20250414-01182,2023-07-19,296,46,Produto L885,3,1303
T20250414-01183,2025-01-20,257,40,Produto Q389,11,1190
T20250414-01184,2024-08-25,263,12,Produto O924,4,1361
T20250414-01185,2024-02-11,251,2,Produto U899,17,1047
T20250414-01186,2023-05-09,226,11,Produto J240,15,1351
T20250414-01187,2023-09-11,259,19,Produto Y316,9,1489
T20250414-01188,2025-01-24,263,12,Produto O924,5,1203
T20250414-01189,2023-01-28,222,34,Produto B606,12,1463
T20250414-01190,2023-01-06,229,17,Produto N361,7,1290
T20250414-01191,2023-09-10,241,5,Produto R208,17,1013
T20250414-01192,2024-04-01,224,32,Produto V634,20,1026
T20250414-01193,2023-04-27,272,20,Produto E366,9,1297
T20250414-01194,2023-07-06,254,15,Produto K831,7,1065
T20250414-01195,2023-01-21,260,47,Produto E906,17,1180
T20250414-01196,2023-11-19,220,1,Produto C925,12,1001
T20250414-01197,2023-07-05,290,6,Produto M816,1,1130
T20250414-01198,2023-03-13,251,2,Produto U899,16,1105
T20250414-01199,2023-07-14,287,16,Produto O164,2,1420
T20250414-01200,2025-03-12,234,39,Produto T940,5,1442
T20250414-01201,2023-04-01,221,1,Produto Q257,8,1124
T20250414-01202,2024-12-31,295,20,Produto Y464,14,1437
T20250414-01203,2024-06-25,206,25,Produto A407,15,1420
T20250414-01204,2023-02-26,250,46,Produto Q690,11,1084
T20250414-01205,2023-05-30,298,33,Produto B166,14,1410
T20250414-01206,2023-05-20,261,14,Produto Y220,14,1081
T20250414-01207,2023-11-27,229,17,Produto N361,13,1008
T20250414-01208,2023-08-22,214,17,Produto J937,1,1110
T20250414-01209,2024-01-23,209,41,Produto C955,10,1054
T20250414-01210,2024-04-11,275,10,Produto U483,9,1316
T20250414-01211,2025-02-10,227,21,Produto E338,17,1375
T20250414-01212,2023-07-30,231,3,Produto Q788,10,1493
T20250414-01213,2023-01-29,278,31,Produto A338,19,1199
T20250414-01214,2024-07-03,240,26,Produto H916,4,1135
T20250414-01215,2024-09-04,241,5,Produto R208,3,1098
T20250414-01216,2023-10-23,228,6,Produto B585,14,1194
T20250414-01217,2023-12-19,271,10,Produto M881,18,1153
T20250414-01218,2024-09-14,298,33,Produto B166,19,1092
T20250414-01219,2023-07-16,252,25,Produto P399,13,1211
T20250414-01220,2023-10-27,277,26,Produto K965,11,1215
T20250414-01221,2023-11-11,257,40,Produto Q389,12,1273
T20250414-01222,2024-06-13,280,44,Produto A726,11,1071
T20250414-01223,2024-02-18,298,33,Produto B166,12,1243
T20250414-01224,2023-04-20,214,17,Produto J937,11,1379
T20250414-01225,2024-09-17,272,20,Produto E366,8,1372
T20250414-01226,2023-10-04,279,30,Produto W458,19,1083
T20250414-01227,2023-05-14,279,30,Produto W458,4,1325
T20250414-01228,2023-10-26,295,20,Produto Y464,14,1247
T20250414-01229,2024-02-04,279,30,Produto W458,2,1354
T20250414-01230,2023-06-24,267,22,Produto G935,17,1041
T20250414-01231,2024-07-04,265,8,Produto W591,9,1472
T20250414-01232,2024-11-04,235,20,Produto X356,19,1417
T20250414-01233,2025-03-24,243,36,Produto U968,3,1217
T20250414-01234,2023-08-08,274,29,Produto R437,12,1044
T20250414-01235,2023-02-17,206,25,Produto A407,17,1282
T20250414-01236,2023-11-19,234,39,Produto T940,12,1097
T20250414-01237,2023-05-31,258,5,Produto T479,16,1086
T20250414-01238,2024-10-31,222,34,Produto B606,18,1059
T20250414-01239,2023-02-28,213,4,Produto D177,10,1409
T20250414-01240,2023-01-13,288,5,Produto T983,15,1112
T20250414-01241,2024-01-17,245,19,Produto H791,7,1179
T20250414-01242,2024-07-13,233,14,Produto G422,2,1424
T20250414-01243,2023-06-18,278,31,Produto A338,17,1032
T20250414-01244,2025-02-23,256,42,Produto X273,14,1397
T20250414-01245,2023-06-19,291,34,Produto D633,10,1035
T20250414-01246,2024-04-10,269,7,Produto V779,9,1390
T20250414-01247,2024-07-18,263,12,Produto O924,17,1454
T20250414-01248,2023-11-13,261,14,Produto Y220,6,1343
T20250414-01249,2023-02-18,266,19,Produto U706,6,1420
T20250414-01250,2023-04-23,223,15,Produto W388,13,1143
T20250414-01251,2023-10-13,266,19,Produto U706,5,1029
T20250414-01252,2023-08-08,285,29,Produto H688,3,1401
T20250414-01253,2023-09-21,276,42,Produto I491,1,1153
T20250414-01254,2024-12-01,287,16,Produto O164,6,1287
T20250414-01255,2024-10-20,229,17,Produto N361,1,1429
T20250414-01256,2023-05-07,221,1,Produto Q257,5,1183
T20250414-01257,2023-03-12,249,33,Produto Y845,15,1097
T20250414-01258,2024-06-16,220,1,Produto C925,4,1117
T20250414-01259,2023-02-02,230,28,Produto I246,13,1355
T20250414-01260,2024-07-10,211,7,Produto F213,4,1111
T20250414-01261,2023-07-29,214,17,Produto J937,18,1473
T20250414-01262,2024-06-12,242,10,Produto Z955,20,1315
T20250414-01263,2025-03-30,227,21,Produto E338,20,1278
T20250414-01264,2024-05-25,247,4,Produto K333,18,1185
T20250414-01265,2024-11-19,212,19,Produto N759,9,1178
T20250414-01266,2025-03-21,269,7,Produto V779,2,1359
T20250414-01267,2024-12-30,297,5,Produto B500,8,1155
T20250414-01268,2024-10-26,298,33,Produto B166,15,1174
T20250414-01269,2024-04-21,261,14,Produto Y220,19,1473
T20250414-01270,2023-02-22,289,40,Produto X152,2,1478
T20250414-01271,2025-03-05,265,8,Produto W591,7,1256
T20250414-01272,2025-03-19,210,28,Produto L544,19,1307
T20250414-01273,2024-01-29,207,38,Produto G584,20,1351
T20250414-01274,2024-10-24,228,6,Produto B585,5,1028
T20250414-01275,2023-01-30,298,33,Produto B166,15,1147
T20250414-01276,2023-03-17,277,26,Produto K965,15,1293
T20250414-01277,2023-12-24,222,34,Produto B606,2,1392
T20250414-01278,2024-03-08,240,26,Produto H916,3,1374
T20250414-01279,2024-11-21,223,15,Produto W388,7,1039
T20250414-01280,2024-07-04,201,17,Produto T822,12,1040
T20250414-01281,2025-01-15,248,13,Produto E317,20,1378
T20250414-01282,2024-11-18,202,7,Produto E827,4,1220
T20250414-01283,2023-03-24,208,11,Produto O943,20,1471
T20250414-01284,2024-11-04,228,6,Produto B585,19,1281
T20250414-01285,2024-03-10,245,19,Produto H791,16,1397
T20250414-01286,2024-01-28,255,40,Produto I357,17,1306
T20250414-01287,2023-12-05,284,48,Produto C512,3,1042
T20250414-01288,2025-03-27,247,4,Produto K333,16,1173
T20250414-01289,2023-09-01,249,33,Produto Y845,2,1074
T20250414-01290,2025-01-01,250,46,Produto Q690,10,1414
T20250414-01291,2025-03-27,245,19,Produto H791,12,1194
T20250414-01292,2023-12-28,298,33,Produto B166,9,1434
T20250414-01293,2023-05-22,258,5,Produto T479,4,1332
T20250414-01294,2025-02-18,235,20,Produto X356,1,1266
T20250414-01295,2024-10-07,250,46,Produto Q690,1,1070
T20250414-01296,2023-02-03,260,47,Produto E906,4,1266
T20250414-01297,2024-05-03,282,46,Produto P800,4,1125
T20250414-01298,2024-11-13,259,19,Produto Y316,1,1366
T20250414-01299,2023-08-09,270,39,Produto R20,5,1313
T20250414-01300,2025-01-04,282,46,Produto P800,1,1235
T20250414-01301,2025-01-02,243,36,Produto U968,10,1093
T20250414-01302,2024-01-08,232,46,Produto Z547,12,1389
T20250414-01303,2024-03-02,237,29,Produto T289,5,1351
T20250414-01304,2024-10-22,243,36,Produto U968,16,1435
T20250414-01305,2023-10-11,276,42,Produto I491,2,1382
T20250414-01306,2023-07-24,225,23,Produto A317,19,1107
T20250414-01307,2024-05-11,275,10,Produto U483,15,1162
T20250414-01308,2023-02-08,226,11,Produto J240,16,1266
T20250414-01309,2025-03-28,232,46,Produto Z547,13,1375
T20250414-01310,2023-04-18,261,14,Produto Y220,3,1457
T20250414-01311,2023-01-13,255,40,Produto I357,16,1245
T20250414-01312,2024-10-21,205,17,Produto G609,8,1472
T20250414-01313,2024-11-29,282,46,Produto P800,4,1464
T20250414-01314,2025-03-13,229,17,Produto N361,1,1145
T20250414-01315,2024-02-28,274,29,Produto R437,3,1054
T20250414-01316,2023-10-21,281,44,Produto C383,2,1024
T20250414-01317,2023-08-26,283,47,Produto Q498,12,1440
T20250414-01318,2023-12-18,286,49,Produto Y824,8,1024
T20250414-01319,2024-06-04,246,11,Produto V318,7,1305
T20250414-01320,2024-11-18,286,49,Produto Y824,12,1427
T20250414-01321,2023-08-24,228,6,Produto B585,17,1237
T20250414-01322,2024-02-19,271,10,Produto M881,20,1477
T20250414-01323,2024-07-19,207,38,Produto G584,12,1042
T20250414-01324,2023-10-25,230,28,Produto I246,18,1101
T20250414-01325,2023-11-19,281,44,Produto C383,9,1375
T20250414-01326,2024-01-19,219,10,Produto O463,11,1283
T20250414-01327,2024-09-21,238,16,Produto K344,4,1040
T20250414-01328,2024-12-17,273,32,Produto P527,18,1496
T20250414-01329,2023-03-06,214,17,Produto J937,15,1192
T20250414-01330,2025-02-24,218,20,Produto M874,20,1067
T20250414-01331,2025-03-06,276,42,Produto I491,4,1416
T20250414-01332,2025-03-18,237,29,Produto T289,20,1042
T20250414-01333,2023-09-05,214,17,Produto J937,7,1049
T20250414-01334,2024-09-06,224,32,Produto V634,12,1004
T20250414-01335,2023-03-04,292,48,Produto N194,13,1158
T20250414-01336,2025-01-21,278,31,Produto A338,5,1441
T20250414-01337,2024-01-21,217,30,Produto G748,18,1400
T20250414-01338,2023-09-14,227,21,Produto E338,1,1448
T20250414-01339,2023-08-26,222,34,Produto B606,16,1330
T20250414-01340,2023-03-04,275,10,Produto U483,11,1175
T20250414-01341,2023-06-21,299,38,Produto I435,7,1076
T20250414-01342,2024-06-14,264,11,Produto P61,1,1415
T20250414-01343,2024-10-13,228,6,Produto B585,17,1184
T20250414-01344,2024-02-26,266,19,Produto U706,20,1079
T20250414-01345,2024-07-24,207,38,Produto G584,16,1424
T20250414-01346,2023-04-17,213,4,Produto D177,20,1317
T20250414-01347,2024-03-18,254,15,Produto K831,13,1121
T20250414-01348,2023-05-22,204,18,Produto U337,6,1331
T20250414-01349,2023-09-20,285,29,Produto H688,2,1267
T20250414-01350,2025-01-24,222,34,Produto B606,8,1324
T20250414-01351,2024-02-26,212,19,Produto N759,1,1406
T20250414-01352,2024-12-04,285,29,Produto H688,2,1108
T20250414-01353,2023-04-14,228,6,Produto B585,5,1310
T20250414-01354,2024-01-11,232,46,Produto Z547,7,1181
T20250414-01355,2024-11-13,292,48,Produto N194,10,1373
T20250414-01356,2023-11-04,201,17,Produto T822,14,1145
T20250414-01357,2024-04-06,249,33,Produto Y845,1,1289
T20250414-01358,2023-02-07,298,33,Produto B166,16,1368
T20250414-01359,2023-07-08,244,2,Produto S837,15,1403
T20250414-01360,2024-08-28,209,41,Produto C955,16,1390
T20250414-01361,2023-07-27,219,10,Produto O463,3,1428
T20250414-01362,2024-02-05,222,34,Produto B606,18,1473
T20250414-01363,2024-11-10,282,46,Produto P800,19,1311
T20250414-01364,2023-11-28,206,25,Produto A407,20,1055
T20250414-01365,2024-09-26,276,42,Produto I491,15,1295
T20250414-01366,2024-01-01,217,30,Produto G748,5,1310
T20250414-01367,2024-10-09,282,46,Produto P800,14,1355
T20250414-01368,2025-03-23,251,2,Produto U899,1,1007
T20250414-01369,2023-01-14,212,19,Produto N759,20,1186
T20250414-01370,2023-12-31,298,33,Produto B166,4,1491
T20250414-01371,2024-10-17,241,5,Produto R208,6,1486
T20250414-01372,2024-05-26,232,46,Produto Z547,7,1266
T20250414-01373,2023-10-08,271,10,Produto M881,7,1335
T20250414-01374,2023-08-02,286,49,Produto Y824,15,1001
T20250414-01375,2024-11-08,225,23,Produto A317,4,1273
T20250414-01376,2024-03-04,277,26,Produto K965,5,1088
T20250414-01377,2024-11-17,259,19,Produto Y316,16,1139
T20250414-01378,2024-03-04,272,20,Produto E366,11,1068
T20250414-01379,2023-07-27,279,30,Produto W458,16,1385
T20250414-01380,2024-10-01,225,23,Produto A317,1,1368
T20250414-01381,2023-02-13,244,2,Produto S837,2,1000
T20250414-01382,2023-09-13,257,40,Produto Q389,14,1103
T20250414-01383,2024-07-27,282,46,Produto P800,4,1318
T20250414-01384,2023-10-31,280,44,Produto A726,12,1169
T20250414-01385,2024-03-19,260,47,Produto E906,3,1373
T20250414-01386,2023-06-07,212,19,Produto N759,3,1255
T20250414-01387,2023-03-22,282,46,Produto P800,15,1042
T20250414-01388,2024-02-19,264,11,Produto P61,18,1248
T20250414-01389,2024-04-17,281,44,Produto C383,11,1469
T20250414-01390,2024-08-23,246,11,Produto V318,11,1293
T20250414-01391,2024-04-27,252,25,Produto P399,4,1490
T20250414-01392,2024-04-11,242,10,Produto Z955,7,1208
T20250414-01393,2023-07-03,253,36,Produto S238,2,1391
T20250414-01394,2023-09-06,279,30,Produto W458,7,1484
T20250414-01395,2024-03-20,255,40,Produto I357,17,1421
T20250414-01396,2023-11-07,214,17,Produto J937,17,1084
T20250414-01397,2023-07-19,255,40,Produto I357,6,1422
T20250414-01398,2024-07-02,240,26,Produto H916,1,1395
T20250414-01399,2023-01-01,216,40,Produto Y349,4,1408
T20250414-01400,2023-08-26,212,19,Produto N759,13,1018
T20250414-01401,2023-12-04,206,25,Produto A407,14,1229
T20250414-01402,2023-02-02,224,32,Produto V634,10,1389
T20250414-01403,2023-11-09,205,17,Produto G609,4,1239
T20250414-01404,2023-06-19,284,48,Produto C512,12,1077
T20250414-01405,2023-02-25,256,42,Produto X273,19,1202
T20250414-01406,2024-10-31,275,10,Produto U483,17,1368
T20250414-01407,2024-01-04,236,44,Produto M279,12,1473
T20250414-01408,2023-01-25,280,44,Produto A726,19,1389
T20250414-01409,2023-04-27,202,7,Produto E827,7,1100
T20250414-01410,2024-05-26,233,14,Produto G422,16,1487
T20250414-01411,2023-02-10,273,32,Produto P527,13,1366
T20250414-01412,2023-11-23,247,4,Produto K333,14,1361
T20250414-01413,2023-05-29,218,20,Produto M874,1,1113
T20250414-01414,2024-07-14,286,49,Produto Y824,12,1066
T20250414-01415,2024-12-22,203,23,Produto G994,16,1132
T20250414-01416,2025-01-02,287,16,Produto O164,12,1459
T20250414-01417,2023-12-17,262,39,Produto Y699,6,1418
T20250414-01418,2024-02-28,288,5,Produto T983,15,1451
T20250414-01419,2023-11-24,282,46,Produto P800,1,1278
T20250414-01420,2024-08-19,279,30,Produto W458,2,1169
T20250414-01421,2024-03-01,278,31,Produto A338,15,1241
T20250414-01422,2023-02-11,285,29,Produto H688,17,1431
T20250414-01423,2024-05-07,294,16,Produto K893,12,1441
T20250414-01424,2024-05-25,246,11,Produto V318,17,1326
T20250414-01425,2025-01-25,270,39,Produto R20,5,1229
T20250414-01426,2025-01-12,272,20,Produto E366,14,1341
T20250414-01427,2024-06-04,245,19,Produto H791,19,1402
T20250414-01428,2024-06-11,208,11,Produto O943,4,1374
T20250414-01429,2024-08-26,244,2,Produto S837,10,1403
T20250414-01430,2024-04-20,245,19,Produto H791,15,1488
T20250414-01431,2024-03-15,227,21,Produto E338,3,1281
T20250414-01432,2025-02-27,227,21,Produto E338,11,1102
T20250414-01433,2025-01-10,208,11,Produto O943,2,1102
T20250414-01434,2024-07-07,204,18,Produto U337,18,1396
T20250414-01435,2024-11-09,231,3,Produto Q788,15,1239
T20250414-01436,2024-11-01,202,7,Produto E827,14,1199
T20250414-01437,2023-04-11,291,34,Produto D633,3,1018
T20250414-01438,2024-11-28,205,17,Produto G609,18,1004
T20250414-01439,2023-02-25,216,40,Produto Y349,1,1283
T20250414-01440,2024-02-22,220,1,Produto C925,6,1377
T20250414-01441,2024-09-22,289,40,Produto X152,13,1030
T20250414-01442,2023-01-10,218,20,Produto M874,4,1481
T20250414-01443,2023-03-06,290,6,Produto M816,19,1431
T20250414-01444,2023-11-15,203,23,Produto G994,10,1474
T20250414-01445,2023-07-18,235,20,Produto X356,5,1010
T20250414-01446,2024-11-09,207,38,Produto G584,11,1319
T20250414-01447,2023-04-13,209,41,Produto C955,18,1031
T20250414-01448,2023-05-16,233,14,Produto G422,5,1271
T20250414-01449,2024-06-09,251,2,Produto U899,13,1360
T20250414-01450,2024-02-24,233,14,Produto G422,2,1430
T20250414-01451,2023-05-23,226,11,Produto J240,12,1283
T20250414-01452,2023-11-27,213,4,Produto D177,4,1439
T20250414-01453,2023-09-25,267,22,Produto G935,12,1010
T20250414-01454,2023-12-15,296,46,Produto L885,16,1029
T20250414-01455,2024-10-20,210,28,Produto L544,1,1197
T20250414-01456,2024-10-13,293,45,Produto I337,4,1124
T20250414-01457,2024-11-07,211,7,Produto F213,10,1059
